#,,Zip Code,P. Type,Stat,Address,Current Price,BldgDes,Sub,Approx Liv Area,Beds Total,Baths Total,Garage,Pv Pool,Spa,Year Built,Actual Close Date,DOM
1,2728820,89141,RES,S,10444 Ricordi ST #172,"$499,990 ",2STORY,SFR,"1,865",4,3,2,N,N,2025,11/26/2025,14
1,2724523,89084,RES,S,7397 Cooper Cove DR #Lot 38,"$499,990 ",2STORY,SFR,"2,436",4,3,2,N,N,2025,12/12/2025,14
1,2695290,89139,RES,S,9534 Marsh Aster ST,"$499,990 ",2STORY,SFR,"2,069",4,3,2,N,N,2025,10/28/2025,34
1,2725793,89141,RES,S,10419 Luna Mezzo ST #34,"$499,940 ",2STORY,SFR,"1,865",4,3,2,N,N,2025,11/20/2025,3
1,2716756,89179,RES,S,7357 Palo Real CT,"$499,900 ",2STORY,SFR,"1,687",4,3,2,Y,Y,2012,10/28/2025,9
1,2701898,89139,RES,S,4193 Texas Lilac AVE,"$499,750 ",2STORY,SFR,"2,069",4,3,2,N,N,2025,10/28/2025,34
1,2698183,89002,RES,S,1424 Colt DR,"$499,500 ",2STORY,SFR,"1,983",4,3,2,N,N,1994,11/25/2025,80
1,2734716,89002,RES,S,389 Cove CT,"$499,000 ",2STORY,SFR,"2,174",4,3,2,N,N,1977,12/24/2025,11
1,2715266,89178,RES,S,492 Merseyside DR,"$499,000 ",2STORY,SFR,"2,492",4,3,2,N,N,2006,12/15/2025,65
1,2715100,89110,RES,S,1086 Eastridge WAY,"$499,000 ",2STORY,SFR,"2,796",4,4,3,N,Y,1983,10/14/2025,7
1,2680874,89084,RES,S,4503 Meteora Ledge AVE,"$499,000 ",2STORY,SFR,"2,415",4,3,2,N,N,2020,10/23/2025,144
1,2708314,89031,RES,S,5021 Corbindale ST,"$498,140 ",2STORY,SFR,"2,119",4,3,2,N,N,2025,11/13/2025,85
1,2701053,89141,RES,S,4133 Golden Fleece AVE,"$498,000 ",2STORY,SFR,"1,984",4,3,2,N,N,2023,11/14/2025,78
1,2696529,89084,RES,S,6569 Cedar Waxwing ST,"$497,999 ",2STORY,SFR,"2,790",4,3,2,N,N,2007,11/12/2025,110
1,2708439,89084,RES,S,1050 Smiths Island AVE,"$497,950 ",2STORY,SFR,"1,910",4,3,2,N,N,2025,11/20/2025,51
1,2735469,89002,RES,S,2193 Red Alder ST,"$497,500 ",2STORY,SFR,"2,008",4,3,2,N,N,1998,12/12/2025,3
1,2723686,89002,RES,S,948 SAN CARLOS CREEK LN,"$497,500 ",1STORY,SFR,"1,884",4,2,3,N,N,2005,12/22/2025,63
1,2726786,89052,RES,S,968 Wagner Valley ST,"$496,600 ",2STORY,SFR,"2,234",4,3,2,N,N,2009,10/14/2025,0
1,2714908,89123,RES,S,1893 Donnington CT,"$496,000 ",2STORY,SFR,"2,250",4,3,2,N,N,1996,11/7/2025,25
1,2692583,89084,RES,S,7132 Sayonara Vista ST,"$495,900 ",2STORY,SFR,"2,264",4,3,2,N,N,2021,11/13/2025,117
1,2734843,89123,RES,S,8567 Shelly RD,"$495,000 ",1STORY,SFR,"1,627",4,2,3,N,N,1994,11/17/2025,0
1,2730782,89128,RES,S,8308 Monico Valley CT,"$495,000 ",2STORY,SFR,"2,080",4,3,2,N,N,1994,11/20/2025,5
1,2727172,89061,RES,S,5331 Deerfield CT,"$495,000 ",1STORY,SFR,"2,217",4,3,4,N,N,2004,11/18/2025,6
1,2726478,89130,RES,S,5060 Serene Skies ST,"$495,000 ",2STORY,SFR,"1,858",4,3,2,N,N,2024,12/30/2025,51
1,2726079,89074,RES,S,2439 Avenida Flores,"$495,000 ",2STORY,SFR,"1,724",4,3,2,Y,Y,1994,11/6/2025,4
1,2720062,89081,RES,S,5614 Midnight Breeze ST,"$495,000 ",2STORY,SFR,"1,975",4,3,2,Y,Y,2004,12/4/2025,51
1,2719057,89149,RES,S,9214 Avon Park AVE,"$495,000 ",2STORY,SFR,"2,383",4,3,3,N,N,2005,10/14/2025,3
1,2718399,89123,RES,S,1641 Dark Wolf AVE,"$495,000 ",2STORY,SFR,"2,384",4,3,2,N,N,2005,11/25/2025,41
1,2717609,89123,RES,S,9338 Coral Berry ST,"$495,000 ",2STORY,SFR,"2,183",4,3,3,Y,N,1999,12/31/2025,85
1,2717532,89031,RES,S,6133 Turaco ST,"$495,000 ",1STORY,SFR,"2,080",4,2,2,N,N,2017,10/16/2025,11
1,2713577,89129,RES,S,8708 Western Saddle AVE,"$495,000 ",2STORY,SFR,"2,221",4,3,2,Y,Y,1996,10/15/2025,27
1,2713476,89011,RES,S,554 Cadence Vista DR,"$495,000 ",2STORY,SFR,"2,318",4,3,2,N,N,2022,12/1/2025,51
1,2708437,89084,RES,S,1030 Smiths Island AVE,"$494,950 ",2STORY,SFR,"1,910",4,3,2,N,N,2025,10/31/2025,40
1,2722549,89141,RES,S,3203 Tarantella AVE #Lot 173,"$494,840 ",2STORY,SFR,"1,865",4,3,2,N,N,2025,10/30/2025,13
1,2698986,89166,RES,S,10228 Water Knot AVE,"$494,000 ",2STORY,SFR,"2,069",4,3,2,N,N,2025,10/28/2025,76
1,2726179,89011,RES,S,885 Arbor Spring ST,"$493,060 ",2STORY,SFR,"2,001",4,3,2,N,N,2025,12/18/2025,46
1,2736619,89011,RES,S,1732 Porta Volta,"$492,499 ",2STORY,SFR,"2,405",4,4,2,N,N,2025,12/22/2025,5
1,2723646,89166,RES,S,10721 Mentesana AVE,"$492,100 ",2STORY,SFR,"3,068",4,3,2,N,N,2010,12/15/2025,53
1,2674055,89123,RES,S,2195 Merano CT,"$491,000 ",2STORY,SFR,"2,610",4,3,3,N,Y,1997,12/19/2025,208
1,2731410,89129,RES,S,4061 Browndeer CIR,"$490,000 ",2STORY,SFR,"2,143",4,3,3,Y,N,1989,12/30/2025,27
1,2729878,89183,RES,S,326 East Neal AVE,"$490,000 ",2STORY,SFR,"2,428",4,3,2,N,N,2014,11/19/2025,15
1,2728657,89131,RES,S,8333 Willow Basin CT,"$490,000 ",2STORY,SFR,"2,060",4,3,2,N,N,1996,11/14/2025,4
1,2728591,89015,RES,S,623 Braverwood DR,"$490,000 ",1STORY,SFR,"2,115",4,2,2,Y,Y,1996,12/24/2025,28
1,2725840,89081,RES,S,1408 Laughing Larkspur AVE,"$490,000 ",1STORY,SFR,"1,812",4,2,3,Y,Y,2003,12/4/2025,26
1,2724458,89113,RES,S,8184 Warbonnet WAY,"$490,000 ",2STORY,SFR,"1,931",4,3,2,N,N,2009,11/21/2025,26
1,2721059,89128,RES,S,2009 Interbay ST,"$490,000 ",1STORY,SFR,"2,347",4,3,3,N,Y,1989,12/2/2025,30
1,2720908,89139,RES,S,9368 Maple Red CT,"$490,000 ",1STORY,SFR,"1,914",4,2,2,N,N,2009,10/23/2025,1
1,2719891,89178,RES,S,10195 Tait ST,"$490,000 ",2STORY,SFR,"2,233",4,3,2,N,N,2006,12/14/2025,60
1,2719707,89121,RES,S,4165 Santa Terrasa PL,"$490,000 ",1STORY,SFR,"1,449",4,3,0,Y,N,1973,11/5/2025,3
1,2718038,89011,RES,S,262 Kobuk AVE,"$490,000 ",2STORY,SFR,"2,001",4,3,2,N,N,2025,12/22/2025,78
1,2716541,89123,RES,S,1305 Silver Knoll AVE,"$490,000 ",2STORY,SFR,"1,905",4,3,3,N,Y,1997,12/16/2025,64
1,2714650,89139,RES,S,7521 Mission Palm ST,"$490,000 ",2STORY,SFR,"2,001",4,3,2,N,N,2003,11/17/2025,38
1,2710071,89122,RES,S,5772 Flying Birdie AVE,"$490,000 ",1STORY,SFR,"2,202",4,2,3,N,N,2007,10/30/2025,41
1,2694995,89002,RES,S,121 Staplehurst AVE,"$490,000 ",1STORY,SFR,"2,276",4,2,2,N,N,2007,10/10/2025,76
1,2692461,89148,RES,S,189 Paxon Hollow CT,"$490,000 ",2STORY,SFR,"2,125",4,3,2,N,N,2003,12/4/2025,137
1,2711848,89015,RES,S,320 Taylor ST,"$489,900 ",2STORY,SFR,"2,081",4,3,2,N,N,2025,11/20/2025,58
1,2685041,89015,RES,S,336 Taylor ST,"$489,900 ",2STORY,SFR,"2,081",4,3,2,N,N,2025,10/10/2025,111
1,2715553,89141,RES,S,3231 Tarantella AVE #Lot 175,"$489,890 ",2STORY,SFR,"1,865",4,3,2,N,N,2025,10/29/2025,37
1,2732954,89011,RES,S,1728 Porta Volta,"$489,400 ",2STORY,SFR,"2,405",4,4,2,N,N,2025,12/31/2025,14
1,2734874,89130,RES,S,6490 Blue Ember AVE,"$489,000 ",2STORY,SFR,"2,119",4,3,2,N,N,2021,12/11/2025,4
1,2723352,89141,RES,S,10427 Luna Mezzo ST #33,"$488,990 ",2STORY,SFR,"1,795",4,3,2,N,N,2025,11/17/2025,13
1,2719446,89031,RES,S,4050 Midnight Crest AVE,"$488,000 ",2STORY,SFR,"2,381",4,3,2,N,N,2019,10/20/2025,7
1,2729101,89141,RES,S,10438 Ricordi ST #171,"$487,990 ",2STORY,SFR,"1,795",4,3,2,N,N,2025,11/20/2025,8
1,2737836,89011,RES,S,883 Camargo ST,"$487,690 ",2STORY,SFR,"2,114",4,3,2,N,N,2026,12/29/2025,18
1,2722862,89103,RES,S,6544 Minton CT,"$487,500 ",2STORY,SFR,"2,157",4,3,2,N,N,1977,11/10/2025,12
1,2720508,89031,RES,S,6236 Badgerglen PL,"$487,500 ",1STORY,SFR,"1,826",4,2,2,Y,N,1997,10/30/2025,11
1,2699274,89183,RES,S,10013 Solid Lime ST,"$487,000 ",2STORY,SFR,"1,881",4,3,2,Y,Y,1999,11/4/2025,80
1,2720662,89166,RES,S,10967 Cambridge Lakes AVE,"$485,999 ",2STORY,SFR,"1,868",4,3,2,N,N,2023,12/15/2025,24
1,2715495,89141,RES,S,3245 Tarantella AVE #Lot 176,"$485,990 ",2STORY,SFR,"1,795",4,3,2,N,N,2025,10/13/2025,7
1,2734858,89011,RES,S,351 Espressivo ST,"$485,000 ",2STORY,SFR,"2,228",4,3,2,N,N,2018,12/16/2025,17
1,2726783,89032,RES,S,3606 Blue Dawn DR,"$485,000 ",2STORY,SFR,"1,967",4,3,2,Y,Y,1997,11/26/2025,10
1,2724270,89142,RES,S,6506 Begonia Bay AVE,"$485,000 ",2STORY,SFR,"2,279",4,3,3,Y,N,1996,1/6/2026,30
1,2723975,89011,RES,S,1556 Olivia PKWY,"$485,000 ",2STORY,SFR,"2,283",4,3,2,N,N,2018,11/19/2025,23
1,2723839,89031,RES,S,1537 Ascension CIR,"$485,000 ",2STORY,SFR,"1,973",4,3,2,Y,Y,1992,12/16/2025,30
1,2717057,89084,RES,S,4513 Glossier AVE,"$485,000 ",1STORY,SFR,"1,816",4,2,2,N,N,2021,10/29/2025,15
1,2716886,89074,RES,S,2815 Yorkshire AVE,"$485,000 ",2STORY,SFR,"1,967",4,3,2,Y,Y,1991,10/13/2025,5
1,2714374,89147,RES,S,3685 Springbud DR,"$485,000 ",2STORY,SFR,"1,740",4,3,2,Y,N,1994,11/3/2025,24
1,2710164,89015,RES,S,900 Clipper DR,"$485,000 ",2STORY,SFR,"2,001",4,3,2,Y,Y,1986,12/12/2025,84
1,2706921,89084,RES,S,3832 Andorian AVE,"$485,000 ",2STORY,SFR,"2,415",4,3,2,N,N,2022,12/2/2025,80
1,2695257,89103,RES,S,6848 Groveview LN,"$485,000 ",1STORY,SFR,"1,892",4,2,3,Y,N,1974,12/30/2025,124
1,2694806,89134,RES,S,9449 Amber Valley LN,"$485,000 ",2STORY,SFR,"2,080",4,3,2,Y,Y,1992,11/10/2025,123
1,2693858,89012,RES,S,636 Pacific Cascades DR,"$485,000 ",2STORY,SFR,"1,838",4,3,2,N,N,2002,12/16/2025,163
1,2690324,89084,RES,S,4039 Beech Fern AVE,"$485,000 ",2STORY,SFR,"2,415",4,3,3,N,N,2021,10/21/2025,9
1,2667854,89110,RES,S,5364 Awbury AVE,"$484,500 ",2STORY,SFR,"2,077",4,3,2,Y,N,2001,11/18/2025,204
1,2736056,89002,RES,S,1034 Copper Palm CT,"$483,000 ",2STORY,SFR,"2,142",4,3,2,N,N,2006,12/30/2025,10
1,2716459,89121,RES,S,4310 El Antonio PL,"$483,000 ",1STORY,SFR,"1,855",4,2,2,Y,N,1977,10/27/2025,21
1,2715527,89149,RES,S,7804 Wind Drift RD,"$483,000 ",2STORY,SFR,"2,024",4,3,2,N,N,1993,11/13/2025,40
1,2715149,89139,RES,S,4993 Birchland Manor AVE,"$483,000 ",2STORY,SFR,"1,991",4,3,2,N,N,2023,12/1/2025,64
1,2694185,89081,RES,S,6009 Arbor Crest ST,"$483,000 ",1STORY,SFR,"2,017",4,3,2,Y,Y,2007,11/14/2025,107
1,2716456,89134,RES,S,10253 Red Flower PL,"$482,500 ",2STORY,SFR,"1,644",4,3,2,N,N,1998,12/16/2025,84
1,2686599,89130,RES,S,5232 Saranac RD,"$482,000 ",1STORY,SFR,"2,349",4,2,3,N,N,1995,10/16/2025,126
1,2724319,89032,RES,S,4404 Cave Lake AVE,"$481,900 ",1STORY,SFR,"1,795",4,2,2,N,N,2025,12/26/2025,85
1,2714683,89032,RES,S,4420 Cave Lake AVE,"$481,900 ",1STORY,SFR,"1,795",4,2,2,N,N,2025,11/26/2025,64
1,2706600,89032,RES,S,3241 Walker River ST,"$481,900 ",1STORY,SFR,"1,795",4,2,2,N,N,2025,10/30/2025,70
1,2703445,89032,RES,S,4125 Victorious Grove ST,"$481,669 ",2STORY,SFR,"2,270",4,3,2,N,N,2025,11/12/2025,83
1,2727093,89032,RES,S,2801 Simmons Creek CT,"$481,215 ",2STORY,SFR,"2,270",4,3,2,N,N,2025,11/26/2025,14
1,2714870,89031,RES,S,228 VEGAS VERDE AVE #LOT 2,"$481,190 ",2STORY,SFR,"2,436",4,3,2,N,N,2025,10/20/2025,20
1,2735093,89122,RES,S,3816 Waynesvill ST,"$480,000 ",1STORY,SFR,"2,470",4,3,2,N,N,2000,12/31/2025,33
1,2728973,89103,RES,S,5220 Ganado DR,"$480,000 ",2STORY,SFR,"2,150",4,3,2,N,N,1979,12/19/2025,18
1,2727699,89031,RES,S,304 Smoking Loon AVE,"$480,000 ",2STORY,SFR,"2,943",4,3,2,N,N,2014,11/24/2025,12
1,2727372,89031,RES,S,4633 LOST CREEK CT,"$480,000 ",1STORY,SFR,"1,356",4,2,2,N,N,1988,11/21/2025,5
1,2723540,89107,RES,S,716 Cragin Park DR,"$480,000 ",2STORY,SFR,"2,116",4,3,2,Y,Y,1974,11/17/2025,1
1,2721057,89014,RES,S,1832 MUCHACHA DR,"$480,000 ",1STORY,SFR,"1,913",4,2,2,N,N,1981,10/30/2025,7
1,2720870,89014,RES,S,3148 Laurel AVE,"$480,000 ",2STORY,SFR,"1,878",4,3,2,Y,N,1986,10/24/2025,5
1,2717006,89139,RES,S,9268 Wildfire Gorge ST,"$480,000 ",2STORY,SFR,"2,234",4,3,2,N,N,2016,12/12/2025,59
1,2715728,89141,RES,S,11022 Saint Rafael ST,"$480,000 ",2STORY,SFR,"1,930",4,3,2,N,N,2001,12/4/2025,51
1,2707751,89134,RES,S,9401 Summer Rain DR,"$480,000 ",2STORY,SFR,"1,967",4,3,2,N,N,1991,12/19/2025,102
1,2721619,89011,RES,S,254 Kobuk AVE,"$479,990 ",2STORY,SFR,"2,001",4,3,2,N,N,2025,12/19/2025,92
1,2716589,89012,RES,S,17 Painted View ST,"$479,900 ",2STORY,SFR,"1,915",4,3,3,N,N,2002,11/20/2025,46
1,2726889,89183,RES,S,11819 Bella Luna ST,"$479,000 ",2STORY,SFR,"2,297",4,3,2,N,N,2003,12/19/2025,40
1,2715543,89081,RES,S,1109 Jewel Springs LN,"$479,000 ",2STORY,SFR,"2,683",4,3,3,N,N,2003,10/29/2025,27
1,2723353,89178,RES,S,9112 Harbor Wind AVE,"$478,000 ",2STORY,SFR,"2,400",4,3,2,N,N,2006,12/11/2025,56
1,2698785,89148,RES,S,5172 Fiery Sky Ridge ST,"$478,000 ",2STORY,SFR,"2,104",4,3,2,N,N,2017,10/17/2025,76
1,2703573,89032,RES,S,3240 Walker River ST,"$477,000 ",1STORY,SFR,"1,795",4,2,2,N,N,2025,10/29/2025,38
1,2729104,89012,RES,S,1886 Desert Forest WAY,"$476,000 ",1STORY,SFR,"1,625",4,2,2,Y,Y,1996,11/18/2025,8
1,2720291,89048,RES,S,2201 Wisteria WAY,"$475,500 ",1STORY,SFR,"2,401",4,4,3,N,N,2024,10/20/2025,13
1,2733498,89108,RES,S,5329 Gaborone AVE,"$475,000 ",2STORY,SFR,"1,636",4,3,2,N,N,1984,1/2/2026,9
1,2732786,89183,RES,S,11771 Bergamo CT,"$475,000 ",2STORY,SFR,"2,297",4,3,2,N,N,2004,12/9/2025,8
1,2727186,89141,RES,S,5616 Canoe Ridge CT,"$475,000 ",2STORY,SFR,"2,024",4,3,2,N,N,2018,12/22/2025,29
1,2726321,89107,RES,S,821 Mar Jay CT,"$475,000 ",1STORY,SFR,"2,339",4,2,0,Y,N,1964,12/16/2025,34
1,2722673,89104,RES,S,1761 Arden ST,"$475,000 ",2STORY,SFR,"1,562",4,3,2,Y,Y,1977,12/24/2025,57
1,2722153,89120,RES,S,3212 Shadow Bluff AVE,"$475,000 ",1STORY,SFR,"2,100",4,2,3,N,N,1985,10/15/2025,0
1,2721912,89147,RES,S,4567 Avery Rock ST,"$475,000 ",1STORY,SFR,"1,760",4,2,2,N,N,2013,11/5/2025,14
1,2720283,89141,RES,S,5909 Candia CT,"$475,000 ",2STORY,SFR,"2,210",4,3,2,N,N,2004,11/17/2025,39
1,2719352,89166,RES,S,10631 Auburn Springs AVE,"$475,000 ",1STORY,SFR,"1,847",4,2,2,N,N,2014,12/16/2025,71
1,2716402,89139,RES,S,6189 Blue Rapids CT,"$475,000 ",2STORY,SFR,"2,291",4,3,2,N,N,2004,12/5/2025,41
1,2713687,89119,RES,S,7171 Cypress Gardens LN,"$475,000 ",1STORY,SFR,"1,913",4,2,3,N,N,1989,10/27/2025,40
1,2708672,89104,RES,S,4170 East Baltimore AVE,"$475,000 ",1STORY,SFR,"1,247",4,4,0,Y,Y,1976,10/21/2025,3
1,2708337,89084,RES,S,7654 Duran Harbor LN,"$475,000 ",2STORY,SFR,"2,406",4,3,2,N,N,2024,10/30/2025,34
1,2698540,89142,RES,S,2807 Lindsey Springs ST,"$475,000 ",2STORY,SFR,"2,275",4,3,2,N,N,2022,11/3/2025,84
1,2685292,89031,RES,S,6334 Orions Belt Peak ST,"$475,000 ",2STORY,SFR,"2,380",4,3,2,N,N,2017,10/16/2025,118
1,2623747,89141,RES,S,10914 Fintry Hills ST,"$475,000 ",2STORY,SFR,"2,247",4,3,2,N,N,2005,10/30/2025,221
1,2710542,89145,RES,S,7012 Pinedale AVE,"$471,000 ",1STORY,SFR,"1,778",4,3,2,Y,N,1971,10/24/2025,8
1,2733665,89048,RES,S,2740 West Gamebird RD,"$470,000 ",1STORY,SFR,"2,167",4,3,3,N,N,2003,12/29/2025,22
1,2732652,89121,RES,S,4311 El Campana WAY,"$470,000 ",2STORY,SFR,"2,331",4,2,2,Y,N,1974,12/12/2025,10
1,2732286,89156,RES,S,1942 Pasadena BLVD,"$470,000 ",1STORY,SFR,"1,414",4,3,2,N,N,1978,12/16/2025,10
1,2729320,89131,RES,S,5544 Old Stable AVE,"$470,000 ",2STORY,SFR,"2,238",4,3,2,N,N,2005,12/18/2025,22
1,2725100,89120,RES,S,4232 East Russell RD,"$470,000 ",1STORY,SFR,"1,725",4,2,2,Y,N,1979,11/13/2025,15
1,2724437,89129,RES,S,3641 White Plains DR,"$470,000 ",TRILEVL,SFR,"2,167",4,3,2,N,N,1998,11/5/2025,7
1,2722587,89147,RES,S,4536 Grandspur ST,"$470,000 ",2STORY,SFR,"2,500",4,3,2,N,N,1997,10/29/2025,3
1,2720690,89139,RES,S,4744 Deer Forest AVE,"$470,000 ",2STORY,SFR,"2,647",4,3,2,N,N,2003,11/17/2025,32
1,2719357,89074,RES,S,126 Montclair DR,"$470,000 ",2STORY,SFR,"2,044",4,3,2,N,N,1986,11/14/2025,20
1,2706019,89123,RES,S,1030 Country Skies AVE,"$470,000 ",2STORY,SFR,"1,915",4,3,2,Y,N,1998,10/14/2025,30
1,2705698,89031,RES,S,2918 Woodbourne AVE,"$470,000 ",2STORY,SFR,"2,739",4,3,2,N,N,2021,11/7/2025,62
1,2700219,89081,RES,S,4200 Zilker Park AVE,"$470,000 ",2STORY,SFR,"2,333",4,3,2,N,N,2025,12/29/2025,126
1,2697248,89121,RES,S,3633 Monte Verde ST,"$470,000 ",1STORY,SFR,"2,929",4,3,2,N,N,1971,11/21/2025,122
1,2705453,89142,RES,S,2671 COLINA BELLA CT CT,"$469,999 ",2STORY,SFR,"2,359",4,3,2,N,N,2007,10/23/2025,48
1,2722462,89166,RES,S,9030 Rimerton ST,"$469,990 ",2STORY,SFR,"1,708",4,3,2,N,N,2025,12/12/2025,34
1,2706879,89121,RES,S,3033 Dagny ST,"$469,990 ",1STORY,SFR,"2,011",4,2,2,N,N,2025,12/30/2025,98
1,2718008,89183,RES,S,911 Plantain Lily AVE,"$469,500 ",2STORY,SFR,"1,875",4,3,2,N,N,2002,10/16/2025,4
1,2695265,89005,RES,S,1441 Bronco RD,"$469,000 ",1STORY,SFR,"1,753",4,2,2,Y,N,1973,12/17/2025,139
1,2731711,89081,RES,S,6020 Sugar Creek DR,"$468,888 ",1STORY,SFR,"2,076",4,2,2,N,N,2005,12/5/2025,14
1,2729792,89084,RES,S,4162 Great Egret LN,"$468,000 ",2STORY,SFR,"2,206",4,3,2,Y,N,2006,12/4/2025,6
1,2723549,89141,RES,S,4722 Turquoise Cliffs AVE,"$467,750 ",2STORY,SFR,"1,802",4,3,2,N,N,2024,12/1/2025,37
1,2684779,89156,RES,S,6712 Violet Cascade AVE,"$466,900 ",2STORY,SFR,"1,958",4,3,2,N,N,2025,12/11/2025,58
1,2724104,89011,RES,S,495 Golden Cardinal AVE #1220,"$465,990 ",2STORY,SFR,"1,872",4,3,2,N,N,2025,11/20/2025,7
1,2723144,89084,RES,S,4489 Zara Point AVE,"$465,000 ",2STORY,SFR,"1,833",4,3,2,N,N,2020,10/30/2025,3
1,2721437,89166,RES,S,10756 Knickerbocker AVE,"$465,000 ",2STORY,SFR,"2,264",4,3,2,N,N,2015,11/7/2025,15
1,2720507,89110,RES,S,5717 Christchurch AVE,"$465,000 ",1STORY,SFR,"1,872",4,2,0,Y,N,1981,11/26/2025,47
1,2719155,89031,RES,S,3800 Liberator WAY,"$465,000 ",2STORY,SFR,"2,099",4,3,3,N,N,1993,10/27/2025,6
1,2715391,89113,RES,S,5828 Bonita Rose ST,"$465,000 ",2STORY,SFR,"2,064",4,3,2,N,N,2022,12/5/2025,67
1,2714421,89123,RES,S,1708 Kiwi LN,"$465,000 ",1STORY,SFR,"1,687",4,2,2,Y,N,1990,11/4/2025,27
1,2713052,89031,RES,S,2214 Akamine AVE,"$465,000 ",1STORY,SFR,"2,230",4,2,2,N,N,1996,10/14/2025,10
1,2704219,89031,RES,S,4724 Silverwind RD,"$465,000 ",1STORY,SFR,"1,936",4,2,2,Y,N,2008,10/15/2025,46
1,2694345,89032,RES,S,3941 Copper Stone CT,"$465,000 ",2STORY,SFR,"2,707",4,3,2,N,N,2007,12/1/2025,117
1,2690847,89121,RES,S,4072 East Harmon AVE,"$465,000 ",1STORY,SFR,"1,558",4,2,2,Y,N,1973,10/27/2025,82
1,2671477,89146,RES,S,2691 Rimpacific CIR,"$465,000 ",1STORY,SFR,"2,101",4,3,2,N,N,2005,1/2/2026,243
1,2729975,89011,RES,S,514 Golden Cardinal AVE #1263,"$464,990 ",2STORY,SFR,"1,872",4,3,2,N,N,2025,11/21/2025,4
1,2719210,89084,RES,S,1421 Brianna Falls DR #Lot 67,"$464,990 ",2STORY,SFR,"1,865",4,3,2,N,N,2025,10/16/2025,1
1,2713541,89011,RES,S,499 Golden Cardinal AVE #Lot 1218,"$464,990 ",2STORY,SFR,"1,872",4,3,2,N,N,2025,10/29/2025,37
1,2719625,89141,RES,S,4708 Peacock Cliffs AVE,"$464,000 ",2STORY,SFR,"1,802",4,3,2,N,N,2023,11/25/2025,39
1,2679705,89005,RES,S,976 El Camino WAY,"$464,000 ",1STORY,SFR,"2,373",4,2,0,Y,N,1974,12/19/2025,175
1,2730442,89104,RES,S,4785 East Cincinnati AVE,"$463,000 ",1STORY,SFR,"1,781",4,2,2,N,N,2025,12/18/2025,22
1,2718062,89011,RES,S,883 Pointe Arbor ST,"$462,250 ",2STORY,SFR,"2,001",4,3,2,N,N,2025,12/8/2025,65
